point_id,benchmark,kernel,backend,regime,status,error,numerics_ok,max_abs_err,ts_utc,kind,new_tokens,batch,history,median_us,p10_us,p90_us,min_us,mean_us,repeats,warmup,unstable,graph_median_us,graph_error,l2_flush,eager_median_us,launch_overhead_us,flops,bytes_moved,state_bytes,achieved_tflops,achieved_gbps,us_per_token,per_step_us,bandwidth_util,compute_util,environment_hash,git_sha,git_dirty,image_digest,config_hash,kernel_us,kernel_time_source,kernel_gbps,kernel_tflops,context,fraction
639e9abb738f,gdn_warm,gdn,flashinfer,warm,ok,,,,2026-09-22T00:22:13+00:00,warm,,8,1024,682.5279891490936,680.7520091533661,684.8991930484772,678.8480281829834,684.3359959125519,50,10,False,671.5680062770844,,False,682.5279891490936,10.959982872009277,79947628544.0,721666048,51314688,117.1345788231638,1057.3427895604686,0.05441071342068667,32761.343479156494,0.24723741952031178,0.16358634616434273,0e6e08559dbe6eaf,11630473a039827ea1d1ee5d1fe37f174e2b87b7,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,fd68bfc8b9be9964,671.5680062770844,graph,1074.5986128800864,119.04621393028982,15680,0.9
18478fd1a604,gdn_warm,gdn,flashinfer,warm,ok,,,,2026-09-22T00:22:13+00:00,warm,,1,1024,401.69599652290344,385.9423965215683,428.0864030122757,380.44801354408264,410.6150418519974,50,10,False,125.5360022187233,,False,401.69599652290344,276.15999430418015,4996726784.0,48311296,6414336,12.4390753884825,120.26830343888042,0.5123673425037034,19281.407833099365,0.028122218533003125,0.017372008444548677,0e6e08559dbe6eaf,11630473a039827ea1d1ee5d1fe37f174e2b87b7,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,fd68bfc8b9be9964,125.5360022187233,graph,384.8401665350669,39.803137710998044,15680,0.99
f313478f2257,gdn_warm,gdn,flashinfer,warm,ok,,,,2026-09-22T00:22:13+00:00,warm,,8,1024,435.08800864219666,419.1744029521942,460.1471871137619,413.88800740242004,441.0195219516754,50,10,False,372.99199402332306,,False,435.08800864219666,62.096014618873596,39973814272.0,386490368,51314688,91.87523783233766,888.303884094949,0.06936989933708493,20884.22441482544,0.20771121931497818,0.12830997141042313,0e6e08559dbe6eaf,11630473a039827ea1d1ee5d1fe37f174e2b87b7,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,fd68bfc8b9be9964,372.99199402332306,graph,1036.1894469397992,107.17070315857892,15680,0.99
9b4c0e2e5c03,gdn_warm,gdn,flashinfer,warm,ok,,,,2026-09-22T00:22:13+00:00,warm,,1,1024,2278.5120010375977,2275.379252433777,2283.174467086792,2273.087978363037,2280.967688560486,50,10,False,2260.192036628723,,False,2278.5120010375977,18.31996440887451,199869071360.0,1682292736,6414336,87.71912163244383,738.3295480708073,0.07265663268614789,109368.57604980469,0.17264286854077507,0.1225056745904254,0e6e08559dbe6eaf,11630473a039827ea1d1ee5d1fe37f174e2b87b7,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,fd68bfc8b9be9964,2260.192036628723,graph,744.3140709889806,88.43012811341573,31360,0.0
2c47f545cfd4,gdn_warm,gdn,flashinfer,warm,ok,,,,2026-09-22T00:22:14+00:00,warm,,1,1024,1168.895959854126,1165.2928471565247,1172.0351815223694,1161.344051361084,1170.1222443580627,50,10,False,1153.439998626709,,False,1168.895959854126,15.455961227416992,99934535680.0,844353536,6414336,85.49480801736321,722.3513169686823,0.0745469362151866,56107.00607299805,0.16890669455331095,0.11939927048097825,0e6e08559dbe6eaf,11630473a039827ea1d1ee5d1fe37f174e2b87b7,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,fd68bfc8b9be9964,1153.439998626709,graph,732.030740225145,86.64042845660158,31360,0.5
bd8dc49bfdb6,gdn_warm,gdn,flashinfer,warm,ok,,,,2026-09-22T00:22:14+00:00,warm,,8,1024,6643.104076385498,6638.012981414795,6649.942493438721,6635.712146759033,6646.961297988892,50,10,False,6641.7601108551025,,False,6643.104076385498,1.3439655303955078,799476285440.0,6754828288,51314688,120.3467951498652,1016.8180733479176,0.052958418976287454,318868.9956665039,0.23776156517855285,0.1680724230961412,0e6e08559dbe6eaf,11630473a039827ea1d1ee5d1fe37f174e2b87b7,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,fd68bfc8b9be9964,6641.7601108551025,graph,1017.0238273074788,120.37114742120224,31360,0.5
5d87d26d3677,gdn_warm,gdn,flashinfer,warm,ok,,,,2026-09-22T00:22:14+00:00,warm,,1,1024,411.1519902944565,391.89440310001373,428.358393907547,385.5679929256439,412.2559994459152,50,10,False,307.0880025625229,,False,411.1519902944565,104.0639877319336,19986907136.0,174002176,6414336,48.61196736925898,423.2064543221209,0.1311071397622629,19735.29553413391,0.09895794696291162,0.06788989384426543,0e6e08559dbe6eaf,11630473a039827ea1d1ee5d1fe37f174e2b87b7,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,fd68bfc8b9be9964,307.0880025625229,graph,566.6199087819242,65.0852751303128,31360,0.9
2871d99ca3a8,gdn_warm,gdn,flashinfer,warm,ok,,,,2026-09-22T00:22:15+00:00,warm,,8,1024,1298.9599704742432,1297.2928166389465,1302.351975440979,1295.0079441070557,1300.931830406189,50,10,False,1289.8560166358948,,False,1298.9599704742432,9.103953838348389,159895257088.0,1392017408,51314688,123.09483026611136,1071.6399578439527,0.05177614678229604,62350.07858276367,0.2505805122502727,0.1719102396343018,0e6e08559dbe6eaf,11630473a039827ea1d1ee5d1fe37f174e2b87b7,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,fd68bfc8b9be9964,1289.8560166358948,graph,1079.2037173502163,123.96364790003985,31360,0.9
ded3b8c18265,gdn_warm,gdn,flashinfer,warm,ok,,,,2026-09-22T00:22:15+00:00,warm,,1,1024,401.90400183200836,387.1648132801056,421.6736137866974,380.19201159477234,401.71456038951874,50,10,False,125.04000216722488,,False,401.90400183200836,276.8639996647835,4996726784.0,48311296,6414336,12.432637548328218,120.2060586104679,0.5126326553979699,19291.3920879364,0.028107663886291444,0.017363017566205067,0e6e08559dbe6eaf,11630473a039827ea1d1ee5d1fe37f174e2b87b7,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,fd68bfc8b9be9964,125.04000216722488,graph,386.36672394958754,39.9610260508275,31360,0.99
8e17beecc175,gdn_warm,gdn,flashinfer,warm,ok,,,,2026-09-22T00:22:15+00:00,warm,,8,1024,438.31999599933624,424.7776001691818,462.8416121006012,415.9039855003357,445.31327962875366,50,10,False,374.4960129261017,,False,438.31999599933624,63.82398307323456,39973814272.0,386490368,51314688,91.19778845786568,881.7539047444809,0.06988520344377172,21039.35980796814,0.20617964411674541,0.12736386762967283,0e6e08559dbe6eaf,11630473a039827ea1d1ee5d1fe37f174e2b87b7,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,fd68bfc8b9be9964,374.4960129261017,graph,1032.0279913801517,106.74029333361135,31360,0.99
4852da165fe9,gdn_warm,gdn,flashinfer,warm,ok,,,,2026-09-22T00:22:15+00:00,warm,,1,1024,4685.343980789185,4681.020832061768,4691.996765136719,4672.287940979004,4688.897304534912,50,10,False,4668.864011764526,,False,4685.343980789185,16.479969024658203,399738142720.0,3358171136,6414336,85.31671193385237,716.7395072313049,0.07470255071411327,224896.51107788086,0.16759449062852236,0.11915054727848395,0e6e08559dbe6eaf,11630473a039827ea1d1ee5d1fe37f174e2b87b7,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,fd68bfc8b9be9964,4668.864011764526,graph,719.2694256114842,85.61785944348486,62720,0.0
e966a915eb78,gdn_warm,gdn,flashinfer,warm,ok,,,,2026-09-22T00:22:16+00:00,warm,,1,1024,2279.9999713897705,2276.5663862228394,2286.4768981933594,2271.967887878418,2282.7398347854614,50,10,False,2260.4960203170776,,False,2279.9999713897705,19.50395107269287,199869071360.0,1682292736,6414336,87.66187450352034,737.8477004868388,0.07270408072033707,109439.99862670898,0.17253019859642146,0.12242572511057855,0e6e08559dbe6eaf,11630473a039827ea1d1ee5d1fe37f174e2b87b7,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,fd68bfc8b9be9964,2260.4960203170776,graph,744.213978206441,88.41823633556523,62720,0.5
27d8d495c7d3,gdn_warm,gdn,flashinfer,warm,ok,,,,2026-09-22T00:22:16+00:00,warm,,1,1024,532.1439802646637,529.2159914970398,534.9856078624725,527.9679894447327,534.3596804141998,50,10,False,517.2959864139557,,False,532.1439802646637,14.847993850708008,39973814272.0,341590016,6414336,75.11841861317097,641.9127692285629,0.08484438460852418,25542.911052703857,0.1500978284319506,0.10490794224926282,0e6e08559dbe6eaf,11630473a039827ea1d1ee5d1fe37f174e2b87b7,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,fd68bfc8b9be9964,517.2959864139557,graph,660.3376499554927,77.27454942983408,62720,0.9
731d88869d98,gdn_warm,gdn,flashinfer,warm,ok,,,,2026-09-22T00:22:16+00:00,warm,,1,1024,403.439998626709,385.1456105709076,424.5856136083603,383.10399651527405,402.84864127635956,50,10,False,125.91999769210815,,False,403.439998626709,277.52000093460083,4996726784.0,48311296,6414336,12.385303393338852,119.74840413555773,0.5145918349830472,19365.11993408203,0.028000650992719107,0.017296912223604424,0e6e08559dbe6eaf,11630473a039827ea1d1ee5d1fe37f174e2b87b7,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,fd68bfc8b9be9964,125.91999769210815,graph,383.6665889887309,39.68175727113409,62720,0.99
07f787f3dae5,gdn_warm,gdn,flashinfer,warm,ok,,,,2026-09-22T00:22:17+00:00,warm,,1,1024,9224.448204040527,9213.977909088135,9238.630104064941,9190.239906311035,9228.447341918945,50,10,False,9202.04782485962,,False,9224.448204040527,22.400379180908203,799476285440.0,6709927936,6414336,86.66928012992803,727.4069719488361,0.07353673632047614,442773.5137939453,0.17008885336086083,0.12103950006558661,0e6e08559dbe6eaf,11630473a039827ea1d1ee5d1fe37f174e2b87b7,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,fd68bfc8b9be9964,9202.04782485962,graph,729.1776856313352,86.88025759659602,125440,0.0
82b76ba11584,gdn_warm,gdn,flashinfer,warm,ok,,,,2026-09-22T00:22:18+00:00,warm,,1,1024,4684.351921081543,4678.896141052246,4690.755224227905,4674.71981048584,4687.230052947998,50,10,False,4669.360160827637,,False,4684.351921081543,14.99176025390625,399738142720.0,3358171136,6414336,85.33478044657815,716.891299495844,0.07468673343561133,224848.89221191406,0.1676299840637246,0.11917578117616924,0e6e08559dbe6eaf,11630473a039827ea1d1ee5d1fe37f174e2b87b7,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,fd68bfc8b9be9964,4669.360160827637,graph,719.1929986837359,85.60876200416013,125440,0.5
93ff5bf709e5,gdn_warm,gdn,flashinfer,warm,ok,,,,2026-09-22T00:22:18+00:00,warm,,1,1024,956.7359983921051,952.7807772159576,959.9648058414459,951.0400295257568,957.9846394062042,50,10,False,940.3200149536133,,False,956.7359983921051,16.41598343849182,79947628544.0,676765696,6414336,83.56289371191254,707.3693235515079,0.0762704080350849,45923.327922821045,0.16540346983914586,0.11670122174501606,0e6e08559dbe6eaf,11630473a039827ea1d1ee5d1fe37f174e2b87b7,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,fd68bfc8b9be9964,940.3200149536133,graph,719.7184843857497,85.0217237457653,125440,0.9
634c33d8e900,gdn_warm,gdn,flashinfer,warm,ok,,,,2026-09-22T00:22:18+00:00,warm,,1,1024,412.9120111465454,390.8224046230316,444.51840817928314,382.9439878463745,416.20416074991226,100,10,False,186.0639974474907,,False,412.9120111465454,226.84801369905472,9993453568.0,90208256,6414336,24.20238040606005,218.4684716473032,0.26333674180264377,19819.77653503418,0.05108426681481299,0.03380025795016477,0e6e08559dbe6eaf,11630473a039827ea1d1ee5d1fe37f174e2b87b7,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,fd68bfc8b9be9964,186.0639974474907,graph,484.82380921358936,53.70976494697886,125440,0.99
558fb4e5a72d,gdn_warm,gdn,triton,warm,ok,,,,2026-09-22T00:22:18+00:00,warm,64,1,0,535.7919931411743,511.13279461860657,562.5728189945221,501.3440251350403,536.2521600723267,50,10,False,52.51200124621391,,False,535.7919931411743,483.2799918949604,407896064.0,9834496,6414336,0.7612955572714665,18.35506339380614,8.371749892830849,25718.015670776367,0.004291946333225397,0.0010632006348287525,0e6e08559dbe6eaf,11630473a039827ea1d1ee5d1fe37f174e2b87b7,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,fd68bfc8b9be9964,52.51200124621391,graph,187.28092181992517,7.767673185554115,,
130d40021c6a,gdn_warm,gdn,triton,warm,ok,,,,2026-09-22T00:22:18+00:00,warm,64,1,1024,532.6719880104065,509.75677371025085,555.0368189811707,501.21599435806274,532.8371179103851,50,10,False,53.39200049638748,,False,532.6719880104065,479.279987514019,407896064.0,9834496,6414336,0.76575467300907,18.462574006816123,8.322999812662601,25568.25542449951,0.004317085433613725,0.0010694280909562869,0e6e08559dbe6eaf,11630473a039827ea1d1ee5d1fe37f174e2b87b7,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,fd68bfc8b9be9964,53.39200049638748,graph,184.19418468250512,7.639647516627484,,
c3d9bbbdce79,gdn_warm,gdn,triton,warm,ok,,,,2026-09-22T00:22:18+00:00,warm,64,1,65536,529.2640030384064,510.38079857826233,548.3423948287964,504.4800043106079,531.0028851032257,50,10,False,52.89600044488907,,False,529.2640030384064,476.3680025935173,407896064.0,9834496,6414336,0.7706854455590111,18.581456406522992,8.2697500474751,25404.672145843506,0.004344883587646749,0.0010763142476601074,0e6e08559dbe6eaf,11630473a039827ea1d1ee5d1fe37f174e2b87b7,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,fd68bfc8b9be9964,52.89600044488907,graph,185.92135354820064,7.711283661700964,,
61f4138ccc9a,gdn_warm,gdn,triton,warm,ok,,,,2026-09-22T00:22:18+00:00,warm,64,8,0,536.8639826774597,518.7839925289154,559.1551780700684,505.66399097442627,538.6259198188782,50,10,False,152.73599326610565,,False,536.8639826774597,384.12798941135406,3263168512.0,78675968,51314688,6.0782034505757965,146.54730162307686,1.0485624661669135,25769.471168518066,0.034267010707110176,0.008488621410627941,0e6e08559dbe6eaf,11630473a039827ea1d1ee5d1fe37f174e2b87b7,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,fd68bfc8b9be9964,152.73599326610565,graph,515.1108544724365,21.364764403075018,,
7663b97e90e7,gdn_warm,gdn,triton,warm,ok,,,,2026-09-22T00:22:18+00:00,warm,64,8,1024,540.6560003757477,516.3616240024567,556.9344222545624,508.4480047225952,539.4707214832306,50,10,False,153.26400101184845,,False,540.6560003757477,387.39199936389923,3263168512.0,78675968,51314688,6.0355725447089235,145.51945774267077,1.0559687507338822,25951.48801803589,0.03402667098836392,0.008429084472906365,0e6e08559dbe6eaf,11630473a039827ea1d1ee5d1fe37f174e2b87b7,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,fd68bfc8b9be9964,153.26400101184845,graph,513.3362530051513,21.291160940968343,,
247c2c4a96b2,gdn_warm,gdn,triton,warm,ok,,,,2026-09-22T00:22:18+00:00,warm,64,8,65536,547.104001045227,525.5711793899536,560.665625333786,513.2799744606018,544.6784007549286,50,10,False,153.20000052452087,,False,547.104001045227,393.9040005207062,3263168512.0,78675968,51314688,5.964439129974935,143.8044098556979,1.068562502041459,26260.9920501709,0.033625643035919854,0.008329741857570775,0e6e08559dbe6eaf,11630473a039827ea1d1ee5d1fe37f174e2b87b7,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,fd68bfc8b9be9964,153.20000052452087,graph,513.5507032025583,21.30005548843131,,
cd7dd6496dd7,gdn_warm,gdn,triton,warm,ok,,,,2026-09-22T00:22:18+00:00,warm,64,32,0,567.1840012073517,547.3503828048706,581.1296045780182,536.8959903717041,566.2246382236481,50,10,False,508.432000875473,,False,567.1840012073517,58.75200033187866,13052674048.0,314703872,205258752,23.013120998150633,554.8532245798489,0.2769453130895272,27224.83205795288,0.12974078114692683,0.0321393769094332,0e6e08559dbe6eaf,11630473a039827ea1d1ee5d1fe37f174e2b87b7,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,fd68bfc8b9be9964,508.432000875473,graph,618.9694422422447,25.672408553207703,,
2ff194ff8659,gdn_warm,gdn,triton,warm,ok,,,,2026-09-22T00:22:18+00:00,warm,64,32,1024,562.7679824829102,546.0960149765015,584.1216266155243,532.1919918060303,565.6768023967743,50,10,False,508.30399990081787,,False,562.7679824829102,54.463982582092285,13052674048.0,314703872,205258752,23.193704073945565,559.2071365032867,0.2747890539467335,27012.863159179688,0.1307588520690513,0.032391573364529594,0e6e08559dbe6eaf,11630473a039827ea1d1ee5d1fe37f174e2b87b7,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,fd68bfc8b9be9964,508.30399990081787,graph,619.1253109584151,25.678873372129445,,
2b50b3da61cc,gdn_warm,gdn,triton,warm,ok,,,,2026-09-22T00:22:18+00:00,warm,64,32,65536,558.5120022296906,541.8144047260284,576.9568145275116,530.5600166320801,561.9123244285583,50,10,False,508.7840259075165,,False,558.5120022296906,49.72797632217407,13052674048.0,314703872,205258752,23.37044503232006,563.4684138275271,0.2727109385887161,26808.576107025146,0.13175526233439538,0.032638404043297105,0e6e08559dbe6eaf,11630473a039827ea1d1ee5d1fe37f174e2b87b7,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,fd68bfc8b9be9964,508.7840259075165,graph,618.5411804913955,25.654645946711845,,
b32072544857,gdn_warm,gdn,triton,warm,ok,,,,2026-09-22T00:22:18+00:00,warm,512,1,0,550.3680109977722,530.3679823875427,569.8336243629456,517.5999999046326,551.152001619339,50,10,False,117.98399686813354,,False,550.3680109977722,432.3840141296387,3263168512.0,33775616,6414336,5.929066455159962,61.36914814283549,1.0749375214800239,26417.664527893066,0.014349887259647939,0.008280341529459494,0e6e08559dbe6eaf,11630473a039827ea1d1ee5d1fe37f174e2b87b7,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,fd68bfc8b9be9964,117.98399686813354,graph,286.27285815507497,27.657721374256592,,
b88fdc92e778,gdn_warm,gdn,triton,warm,ok,,,,2026-09-22T00:22:18+00:00,warm,512,1,1024,547.8399991989136,526.8224239349365,564.8991823196411,520.799994468689,547.4015986919403,50,10,False,117.2959990799427,,False,547.8399991989136,430.54400011897087,3263168512.0,33775616,6414336,5.956426176934164,61.65233653875009,1.069999998435378,26296.31996154785,0.01441610492239204,0.00831855122775765,0e6e08559dbe6eaf,11630473a039827ea1d1ee5d1fe37f174e2b87b7,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,fd68bfc8b9be9964,117.2959990799427,graph,287.9519869810763,27.81994729228572,,
d9c9b6367ccd,gdn_warm,gdn,triton,warm,ok,,,,2026-09-22T00:22:18+00:00,warm,512,1,65536,545.2160239219666,519.8784172534943,562.0640099048615,515.4560208320618,544.2963254451752,50,10,False,117.34399944543839,,False,545.2160239219666,427.87202447652817,3263168512.0,33775616,6414336,5.985092823440269,61.949052335325526,1.064875046722591,26170.369148254395,0.014485485683863653,0.00835858613466416,0e6e08559dbe6eaf,11630473a039827ea1d1ee5d1fe37f174e2b87b7,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,fd68bfc8b9be9964,117.34399944543839,graph,287.83419825148115,27.80856735258355,,
95659ce6f470,gdn_warm,gdn,triton,warm,ok,,,,2026-09-22T00:22:19+00:00,warm,512,8,0,674.1280257701874,671.923178434372,676.6400218009949,670.304000377655,677.4156856536865,50,10,False,654.992014169693,,False,674.1280257701874,19.136011600494385,26105348096.0,270204928,51314688,38.724614758709656,400.8213835810971,0.16458203754154965,32358.145236968994,0.09372366799450725,0.0540815385059152,0e6e08559dbe6eaf,11630473a039827ea1d1ee5d1fe37f174e2b87b7,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,fd68bfc8b9be9964,654.992014169693,graph,412.53163726359,39.85597920471245,,
18f380e141e1,gdn_warm,gdn,triton,warm,ok,,,,2026-09-22T00:22:19+00:00,warm,512,8,1024,673.4560132026672,670.8800256252289,676.5312016010284,667.4240231513977,676.53440117836,50,10,False,654.992014169693,,False,673.4560132026672,18.463999032974243,26105348096.0,270204928,51314688,38.76325637342548,401.22134586789355,0.16441797197330743,32325.888633728027,0.09381719078074964,0.05413550412925854,0e6e08559dbe6eaf,11630473a039827ea1d1ee5d1fe37f174e2b87b7,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,fd68bfc8b9be9964,654.992014169693,graph,412.53163726359,39.85597920471245,,
93e38fb15c36,gdn_warm,gdn,triton,warm,ok,,,,2026-09-22T00:22:19+00:00,warm,512,8,65536,672.5920140743256,670.7647979259491,674.6591746807098,667.6160097122192,675.7087993621826,50,10,False,655.135989189148,,False,672.5920140743256,17.456024885177612,26105348096.0,270204928,51314688,38.8130509279511,401.73674730866,0.16420703468611464,32284.416675567627,0.09393770659027732,0.05420504558589387,0e6e08559dbe6eaf,11630473a039827ea1d1ee5d1fe37f174e2b87b7,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,fd68bfc8b9be9964,655.135989189148,graph,412.4409778409954,39.8472203127021,,
da82c8e411bb,gdn_warm,gdn,triton,warm,ok,,,,2026-09-22T00:22:19+00:00,warm,512,32,0,2553.2000064849854,2549.1167545318604,2557.420802116394,2546.8480587005615,2555.2947330474854,50,10,False,2526.4480113983154,,False,2553.2000064849854,26.751995086669922,104421392384.0,1080819712,205258752,40.89824225237956,423.3196417259825,0.1558349613333121,122553.6003112793,0.09898441346169444,0.05711715602538932,0e6e08559dbe6eaf,11630473a039827ea1d1ee5d1fe37f174e2b87b7,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,fd68bfc8b9be9964,2526.4480113983154,graph,427.80207909435586,41.33130462724456,,
0b5a3028f646,gdn_warm,gdn,triton,warm,ok,,,,2026-09-22T00:22:19+00:00,warm,512,32,1024,2551.0560274124146,2548.1536149978638,2554.2336463928223,2546.7519760131836,2553.228144645691,50,10,False,2525.823950767517,,False,2551.0560274124146,25.23207664489746,104421392384.0,1080819712,205258752,40.93261428284531,423.675411431985,0.155704103235621,122450.6893157959,0.09906760274044493,0.05716515888612124,0e6e08559dbe6eaf,11630473a039827ea1d1ee5d1fe37f174e2b87b7,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,fd68bfc8b9be9964,2525.823950767517,graph,427.9077770529389,41.34151643952448,,
ae4c620d119d,gdn_warm,gdn,triton,warm,ok,,,,2026-09-22T00:22:20+00:00,warm,512,32,65536,2549.872040748596,2546.8352556228638,2552.59211063385,2544.5759296417236,2551.868805885315,50,10,False,2525.887966156006,,False,2549.872040748596,23.984074592590332,104421392384.0,1080819712,205258752,40.95162059714329,423.8721373966244,0.15563183842459694,122393.85795593262,0.09911360297833402,0.05719170248700576,0e6e08559dbe6eaf,11630473a039827ea1d1ee5d1fe37f174e2b87b7,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,fd68bfc8b9be9964,2525.887966156006,graph,427.8969322795553,41.34046869185276,,
9c3c39fff15e,gdn_warm,gdn,triton,warm,ok,,,,2026-09-22T00:22:20+00:00,warm,2048,1,0,563.8720095157623,544.2335844039917,580.710381269455,525.4719853401184,563.6371219158173,50,10,False,367.21599102020264,,False,563.8720095157623,196.6560184955597,13052674048.0,115859456,6414336,23.148292214769228,205.47119566991256,0.2753281296463683,27065.85645675659,0.04804512661811368,0.03232815263779098,0e6e08559dbe6eaf,11630473a039827ea1d1ee5d1fe37f174e2b87b7,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,fd68bfc8b9be9964,367.21599102020264,graph,315.5076544409688,35.54495002174864,,
2c8edba59501,gdn_warm,gdn,triton,warm,ok,,,,2026-09-22T00:22:20+00:00,warm,2048,1,1024,558.0480098724365,537.1199905872345,573.6063718795776,524.2879986763,558.7008011341095,50,10,False,366.4959967136383,,False,558.0480098724365,191.55201315879822,13052674048.0,115859456,6414336,23.389876528694536,207.61557061458595,0.27248437982052565,26786.304473876953,0.04854654369215969,0.032665541439652154,0e6e08559dbe6eaf,11630473a039827ea1d1ee5d1fe37f174e2b87b7,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,fd68bfc8b9be9964,366.4959967136383,graph,316.1274803515161,35.61477932922337,,
fc0fa3cdd0df,gdn_warm,gdn,triton,warm,ok,,,,2026-09-22T00:22:20+00:00,warm,2048,1,65536,552.6240170001984,536.8640005588531,573.8080203533173,527.5520086288452,555.848959684372,50,10,False,366.4639890193939,,False,552.6240170001984,186.16002798080444,13052674048.0,115859456,6414336,23.61944766507554,209.6533129865009,0.2698359458008781,26525.95281600952,0.04902302697710164,0.0329861530281572,0e6e08559dbe6eaf,11630473a039827ea1d1ee5d1fe37f174e2b87b7,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,fd68bfc8b9be9964,366.4639890193939,graph,316.15509155489906,35.61788999494089,,
8a8ba0b6de11,gdn_warm,gdn,triton,warm,ok,,,,2026-09-22T00:22:20+00:00,warm,2048,8,0,2402.5120735168457,2399.2768049240112,2403.8848161697388,2397.7279663085938,2403.8694524765015,50,10,False,2378.7680864334106,,False,2402.5120735168457,23.74398708343506,104421392384.0,926875648,51314688,43.46342044855819,385.79437673469033,0.14663769979961216,115320.5795288086,0.09020991783467112,0.060699600531437414,0e6e08559dbe6eaf,11630473a039827ea1d1ee5d1fe37f174e2b87b7,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,fd68bfc8b9be9964,2378.7680864334106,graph,389.64523413869426,43.89725630654626,,
262f7e0b61eb,gdn_warm,gdn,triton,warm,ok,,,,2026-09-22T00:22:21+00:00,warm,2048,8,1024,2403.0239582061768,2401.024103164673,2406.361484527588,2398.9439010620117,2405.402865409851,50,10,False,2377.4399757385254,,False,2403.0239582061768,25.583982467651367,104421392384.0,926875648,51314688,43.45416200592069,385.712196016514,0.14666894276160747,115345.14999389648,0.09019070159855844,0.06068667049132922,0e6e08559dbe6eaf,11630473a039827ea1d1ee5d1fe37f174e2b87b7,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,fd68bfc8b9be9964,2377.4399757385254,graph,389.862901885494,43.921778656709364,,
